0,1,2,3,4,5
"A few things have been achieved , I suppose .",0,8,pick,verb,"select carefully from a group<FF>look for and gather<FF>harass with constant criticism<FF>provoke<FF>remove in small bits<FF>remove unwanted substances from, such as feathers or pits<FF>pilfer or rob<FF>pay for something<FF>pull lightly but sharply with a plucking motion<FF>attack with or as if with a pickaxe of ice or rocky ground, for example<FF>hit lightly with a picking motion<FF>eat intermittently; take small bites of<FF>"
"He 's got to go and deal with the children , take them to and from work , then run a business .",0,1,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
His own terrible fear and anger had communicated itself to his father and shown him what the better part of valour was : keeping silent .,0,11,recognise,verb,"show approval or appreciation of<FF>grant credentials to<FF>detect with the senses<FF>express greetings upon meeting someone<FF>express obligation, thanks, or gratitude for<FF>be fully aware or cognizant of<FF>perceive to be the same<FF>accept (someone) to be what is claimed or accept his power and authority<FF>"
They want to show you that they trust you .,0,31,faze,verb,disturb the composure of<FF>
"story time I think , Mrs still there and that Mrs did he tell you",0,1,seem,verb,"give a certain impression or have a certain outward aspect<FF>seem to be true, probable, or apparent<FF>appear to exist<FF>appear to one's own mind or opinion<FF>"
so I do n't see why they ca n't drive him !,0,11,exist,verb,"have an existence, be extant<FF>support oneself<FF>"
Sometimes he felt that he was the person he was because of them and acted the way he did because of their effects .,0,10,size,verb,cover or stiffen or glaze a porous material with size or sizing (a glutinous substance)<FF>sort according to size<FF>make to a size; bring to a suitable size<FF>
Protagonists of the warm-blooded theory will show some of the horned dinosaurs charging over the Cretaceous plains like furious reptilian rhinoceroses !,0,5,come,verb,"move toward, travel toward something or somebody or approach something or somebody<FF>reach a destination; arrive by movement or progress<FF>come to pass; arrive, as in due course<FF>reach or enter a state, relation, condition, use, or position<FF>to be the product or result<FF>be found or available<FF>come forth<FF>be a native of<FF>extend or reach<FF>exist or occur in a certain point in a series<FF>cover a certain distance<FF>come under, be classified or included<FF>happen as a result<FF>add up in number or quantity<FF>develop into<FF>be received<FF>come to one's mind; suggest itself<FF>come from; be connected by a relationship of blood, for example<FF>proceed or get along<FF>experience orgasm<FF>have a certain priority<FF>"
"We accept that we could lose the money we 've paid to go to auction , but that 's a risk we 're prepared to take , says Julie Widlake .",1,2,constitute,verb,form or compose<FF>create and charge with a task or function<FF>to compose or represent:<FF>set up or lay the groundwork for<FF>
In some instances such data will suffice ; in many cases they will have to suffice as nothing better is available .,0,5,achieve,verb,to gain with effort<FF>
"Fortunately , in addition to the actions of the world hard science community , a parallel effort is now being initiated by social scientists ( Fuchs 1989 ; Jacobson and Price 1990 ) .",1,19,run,verb,"move fast by using one's feet, with one foot off the ground at any given time<FF>flee; take to one's heels; cut and run<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>direct or control; projects, businesses, etc.<FF>have a particular form<FF>move along, of liquids<FF>perform as expected when applied<FF>change or be different within limits<FF>run, stand, or compete for an office or a position<FF>cause to emit recorded audio or video<FF>move about freely and without restraint, or act as if running around in an uncontrolled way<FF>have a tendency or disposition to do or be something; be inclined<FF>be operating, running or functioning<FF>change from one state to another<FF>cause to perform<FF>be affected by; be subjected to<FF>continue to exist<FF>occur persistently<FF>carry out a process or program, as on a computer or a machine<FF>include as the content; broadcast or publicize<FF>carry out<FF>pass over, across, or through<FF>cause something to pass or lead somewhere<FF>make without a miss<FF>deal in illegally, such as arms or liquor<FF>cause an animal to move fast<FF>be diffused<FF>sail before the wind<FF>cover by running; run a certain distance<FF>extend or continue for a certain period of time<FF>set animals loose to graze<FF>keep company<FF>run with the ball; in such sports as football<FF>travel rapidly, by any (unspecified) means<FF>travel a route regularly<FF>pursue for food or sport (as of wild animals)<FF>compete in a race<FF>progress by being changed<FF>reduce or cause to be reduced from a solid to a liquid state, usually by heating<FF>come unraveled or undone as if by snagging<FF>become undone<FF>"
"I put his age at forty , but even among men twenty years younger he would have been accounted handsome , and he knew it , for his expression showed both confidence and amusement as he continued to hold Ellen 's hand , and he showed even more amusement when she suddenly realised just what liberty she was thus granting him and jerked her fingers swiftly away .",0,23,keep,verb,"keep in a certain state, position, or activity; e.g.,<FF>continue a certain state, condition, or activity<FF>retain possession of<FF>stop (someone or something) from doing something or being in a certain state<FF>conform one's action or practice to<FF>stick to correctly or closely<FF>look after; be the keeper of; have charge of<FF>maintain by writing regular records<FF>supply with room and board<FF>allow to remain in a place or position or maintain a property or feature<FF>supply with necessities and support<FF>fail to spoil or rot<FF>behave as expected during of holidays or rites<FF>keep under control; keep in check<FF>maintain in safety from injury, harm, or danger<FF>raise<FF>retain rights to<FF>store or keep customarily<FF>have as a supply<FF>maintain for use and service<FF>hold and prevent from leaving<FF>prevent (food) from rotting<FF>"
